Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Sotkamo Kuolaniemi,2018,12,4,4.0,2018-12-04,-4.8,8.0,"1,7"
Sotkamo Kuolaniemi,2018,12,5,7.0,2018-12-05,0.1,8.0,"2,2"
Sotkamo Kuolaniemi,2018,12,6,8.0,2018-12-06,-1.7,8.0,"5,7"
Sotkamo Kuolaniemi,2018,12,7,8.0,2018-12-07,-2.5,8.0,"2,1"
Sotkamo Kuolaniemi,2018,12,8,9.0,2018-12-08,-2.2,7.0,"1,5"
Sotkamo Kuolaniemi,2018,12,9,10.0,2018-12-09,-1.0,8.0,"0,9"
Sotkamo Kuolaniemi,2018,12,10,10.0,2018-12-10,-1.8,8.0,"1,4"
Sotkamo Kuolaniemi,2018,12,11,10.0,2018-12-11,-3.3,8.0,"1,7"
Sotkamo Kuolaniemi,2018,12,12,9.0,2018-12-12,-2.8,8.0,"2,1"
Sotkamo Kuolaniemi,2018,12,13,9.0,2018-12-13,-5.0,8.0,"2,1"
