"ï»¿""Observation station""",Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Pelkosenniemi parish,2022,2,15,64,2022-02-15,-9.1,0.0,"30,5"
Pelkosenniemi parish,2022,2,16,64,2022-02-16,-11.2,3.0,"21,1"
Pelkosenniemi parish,2022,2,17,64,2022-02-17,-9.6,8.0,"13,7"
Pelkosenniemi parish,2022,2,18,68,2022-02-18,-6.5,8.0,"11,9"
Pelkosenniemi parish,2022,2,19,80,2022-02-19,-6.8,7.0,"25,6"
Pelkosenniemi parish,2022,2,20,80,2022-02-20,-10.3,8.0,"35,3"
Pelkosenniemi parish,2022,2,21,80,2022-02-21,-10.9,7.0,"23,4"
Pelkosenniemi parish,2022,2,22,78,2022-02-22,-13.7,9.0,"33,4"
Pelkosenniemi parish,2022,2,23,78,2022-02-23,-14.4,9.0,"41,1"
Pelkosenniemi parish,2022,2,24,78,2022-02-24,-7.0,7.0,"13,1"
Pelkosenniemi parish,2022,2,25,79,2022-02-25,-4.8,7.0,"42,8"
Pelkosenniemi parish,2022,2,26,76,2022-02-26,-10.2,8.0,"55,5"
Pelkosenniemi parish,2022,2,27,75,2022-02-27,-4.1,8.0,"55,6"
Pelkosenniemi parish,2022,2,28,75,2022-02-28,-0.8,0.0,"49,4"
Pelkosenniemi parish,2022,3,1,74,2022-03-01,-4.5,7.0,"16,2"
Pelkosenniemi parish,2022,3,2,86,2022-03-02,-3.0,0.0,"47,5"
Pelkosenniemi parish,2022,3,3,76,2022-03-03,-5.7,7.0,"65,2"
Pelkosenniemi parish,2022,3,4,76,2022-03-04,-8.3,0.0,"67,8"
Pelkosenniemi parish,2022,3,5,75,2022-03-05,-8.7,7.0,"28,4"
Pelkosenniemi parish,2022,3,6,74,2022-03-06,-7.9,7.0,"36,6"
Pelkosenniemi parish,2022,3,7,74,2022-03-07,-12.3,7.0,61
Pelkosenniemi parish,2022,3,8,74,2022-03-08,-10.3,8.0,"38,5"
Pelkosenniemi parish,2022,3,9,74,2022-03-09,-9.9,8.0,"28,5"
Pelkosenniemi parish,2022,3,10,74,2022-03-10,-4.9,8.0,"21,2"
Pelkosenniemi parish,2022,3,11,72,2022-03-11,-0.3,7.0,"72,3"
Pelkosenniemi parish,2022,3,12,71,2022-03-12,2.0,7.0,"90,6"
Pelkosenniemi parish,2022,3,13,70,2022-03-13,1.1,0.0,"81,8"
Pelkosenniemi parish,2022,3,14,70,2022-03-14,-4.0,0.0,"78,3"
Pelkosenniemi parish,2022,3,15,70,2022-03-15,-4.4,8.0,"72,9"
Pelkosenniemi parish,2022,3,16,70,2022-03-16,-1.5,0.0,"95,9"
Pelkosenniemi parish,2022,3,17,69,2022-03-17,-0.3,0.0,"104,6"
Pelkosenniemi parish,2022,3,18,69,2022-03-18,-2.0,0.0,"33,7"
Pelkosenniemi parish,2022,3,19,65,2022-03-19,0.0,0.0,"65,2"
Pelkosenniemi parish,2022,3,20,60,2022-03-20,4.2,1.0,"78,7"
Pelkosenniemi parish,2022,3,21,56,2022-03-21,4.2,7.0,"118,5"
Pelkosenniemi parish,2022,3,22,55,2022-03-22,0.0,0.0,"120,2"
Pelkosenniemi parish,2022,3,23,54,2022-03-23,1.1,1.0,"74,4"
Pelkosenniemi parish,2022,3,24,53,2022-03-24,-3.9,8.0,"135,3"
Pelkosenniemi parish,2022,3,25,53,2022-03-25,-6.7,5.0,"60,9"
Pelkosenniemi parish,2022,3,26,53,2022-03-26,-8.5,8.0,"100,5"
Pelkosenniemi parish,2022,3,27,51,2022-03-27,-10.0,0.0,"143,8"
Pelkosenniemi parish,2022,3,28,51,2022-03-28,-10.2,7.0,"150,9"
Pelkosenniemi parish,2022,3,29,51,2022-03-29,-8.2,5.0,"84,4"
Pelkosenniemi parish,2022,3,30,50,2022-03-30,-6.8,8.0,"95,8"
Pelkosenniemi parish,2022,3,31,50,2022-03-31,-6.8,7.0,127
Pelkosenniemi parish,2022,4,1,50,2022-04-01,-7.4,1.0,"100,1"
Pelkosenniemi parish,2022,4,2,50,2022-04-02,-8.3,5.0,"91,3"
Pelkosenniemi parish,2022,4,3,52,2022-04-03,-7.1,7.0,"83,3"
Pelkosenniemi parish,2022,4,4,55,2022-04-04,-7.9,3.0,"135,9"
Pelkosenniemi parish,2022,4,5,65,2022-04-05,-5.2,7.0,"71,9"
Pelkosenniemi parish,2022,4,6,68,2022-04-06,-4.0,7.0,"63,6"
Pelkosenniemi parish,2022,4,7,70,2022-04-07,-5.1,7.0,"148,5"
Pelkosenniemi parish,2022,4,8,70,2022-04-08,-4.7,7.0,76
Pelkosenniemi parish,2022,4,9,69,2022-04-09,-1.6,8.0,36
Pelkosenniemi parish,2022,4,10,70,2022-04-10,-2.6,7.0,"132,2"
Pelkosenniemi parish,2022,4,11,66,2022-04-11,-2.6,7.0,"104,4"
Pelkosenniemi parish,2022,4,12,66,2022-04-12,-2.1,7.0,"133,3"
Pelkosenniemi parish,2022,4,13,64,2022-04-13,-0.6,1.0,"167,2"
Pelkosenniemi parish,2022,4,14,63,2022-04-14,-0.5,8.0,"159,5"
Pelkosenniemi parish,2022,4,15,63,2022-04-15,-1.3,7.0,"162,6"
Pelkosenniemi parish,2022,4,16,62,2022-04-16,0.3,0.0,"145,6"
Pelkosenniemi parish,2022,4,17,59,2022-04-17,3.6,7.0,"112,2"
Pelkosenniemi parish,2022,4,18,58,2022-04-18,6.2,8.0,"157,9"
Pelkosenniemi parish,2022,4,19,55,2022-04-19,6.2,7.0,"224,7"
Pelkosenniemi parish,2022,4,20,50,2022-04-20,7.3,0.0,224
Pelkosenniemi parish,2022,4,21,46,2022-04-21,7.2,0.0,218
Pelkosenniemi parish,2022,4,22,43,2022-04-22,1.6,0.0,"143,6"
Pelkosenniemi parish,2022,4,23,40,2022-04-23,0.6,8.0,"156,3"
Pelkosenniemi parish,2022,4,24,37,2022-04-24,3.1,0.0,"176,3"
Pelkosenniemi parish,2022,4,25,30,2022-04-25,1.6,7.0,"147,3"
Pelkosenniemi parish,2022,4,26,29,2022-04-26,-4.9,7.0,"202,5"
Pelkosenniemi parish,2022,4,27,27,2022-04-27,-5.9,0.0,"223,2"
Pelkosenniemi parish,2022,4,28,26,2022-04-28,-4.2,5.0,"180,7"
Pelkosenniemi parish,2022,4,29,25,2022-04-29,-3.7,3.0,"256,6"
Pelkosenniemi parish,2022,4,30,20,2022-04-30,-2.2,8.0,"190,9"
Pelkosenniemi parish,2022,5,1,20,2022-05-01,-1.1,7.0,"231,3"
Pelkosenniemi parish,2022,5,2,12,2022-05-02,-1.3,7.0,"81,9"
Pelkosenniemi parish,2022,5,3,14,2022-05-03,-4.1,8.0,"173,9"
Pelkosenniemi parish,2022,5,4,7,2022-05-04,-2.6,0.0,"225,4"
Pelkosenniemi parish,2022,5,5,3,2022-05-05,-0.1,0.0,"190,2"
Pelkosenniemi parish,2022,5,6,2,2022-05-06,3.5,7.0,"241,2"
Pelkosenniemi parish,2022,5,7,2,2022-05-07,3.4,5.0,"204,5"
Pelkosenniemi parish,2022,5,8,1,2022-05-08,0.9,0.0,"241,2"
Pelkosenniemi parish,2022,5,9,-1,2022-05-09,2.2,8.0,"256,7"
Pelkosenniemi parish,2022,5,10,-1,2022-05-10,4.5,8.0,"119,5"
Pelkosenniemi parish,2022,5,11,-1,2022-05-11,3.7,7.0,"52,9"
Pelkosenniemi parish,2022,5,12,-1,2022-05-12,4.7,8.0,"187,1"
Pelkosenniemi parish,2022,5,13,-1,2022-05-13,6.9,7.0,229
Pelkosenniemi parish,2022,5,14,-1,2022-05-14,8.7,1.0,"215,8"
Pelkosenniemi parish,2022,5,15,-1,2022-05-15,6.9,7.0,"140,4"
Pelkosenniemi parish,2022,5,16,-1,2022-05-16,1.0,7.0,"50,8"
Pelkosenniemi parish,2022,5,17,-1,2022-05-17,-0.9,7.0,"128,3"
Pelkosenniemi parish,2022,5,18,-1,2022-05-18,0.3,8.0,"157,3"
Pelkosenniemi parish,2022,5,19,-1,2022-05-19,1.5,8.0,230
Pelkosenniemi parish,2022,5,20,-1,2022-05-20,6.3,0.0,215
Pelkosenniemi parish,2022,5,21,-1,2022-05-21,6.8,7.0,"131,3"
Pelkosenniemi parish,2022,5,22,-1,2022-05-22,7.1,7.0,243
Pelkosenniemi parish,2022,5,23,-1,2022-05-23,7.2,1.0,"226,4"
Pelkosenniemi parish,2022,5,24,-1,2022-05-24,11.6,0.0,"312,5"
Pelkosenniemi parish,2022,5,25,-1,2022-05-25,13.1,0.0,"284,1"
Pelkosenniemi parish,2022,5,26,-1,2022-05-26,11.2,1.0,"311,3"
Pelkosenniemi parish,2022,5,27,-1,2022-05-27,3.9,7.0,56
Pelkosenniemi parish,2022,5,28,-1,2022-05-28,5.1,7.0,"132,1"
Pelkosenniemi parish,2022,5,29,-1,2022-05-29,8.4,5.0,"136,5"
Pelkosenniemi parish,2022,5,30,-1,2022-05-30,11.3,7.0,"324,6"
Pelkosenniemi parish,2022,5,31,-1,2022-05-31,13.8,5.0,"255,5"
Pelkosenniemi parish,2022,6,1,-1,2022-06-01,9.8,0.0,"148,5"
Pelkosenniemi parish,2022,6,2,-1,2022-06-02,13.5,1.0,"223,5"
Pelkosenniemi parish,2022,6,3,-1,2022-06-03,9.6,8.0,136
Pelkosenniemi parish,2022,6,4,-1,2022-06-04,11.3,0.0,166
Pelkosenniemi parish,2022,6,5,-1,2022-06-05,9.5,3.0,"206,1"
Pelkosenniemi parish,2022,6,6,-1,2022-06-06,8.3,0.0,"270,6"
Pelkosenniemi parish,2022,6,7,-1,2022-06-07,9.2,5.0,"277,3"
Pelkosenniemi parish,2022,6,8,-1,2022-06-08,11.3,0.0,"236,6"
Pelkosenniemi parish,2022,6,9,-1,2022-06-09,10.6,7.0,"183,8"
Pelkosenniemi parish,2022,6,10,-1,2022-06-10,11.4,0.0,357
Pelkosenniemi parish,2022,6,11,-1,2022-06-11,14.9,0.0,"313,5"
Pelkosenniemi parish,2022,6,12,-1,2022-06-12,13.1,7.0,202
Pelkosenniemi parish,2022,6,13,-1,2022-06-13,13.5,7.0,"242,2"
Pelkosenniemi parish,2022,6,14,-1,2022-06-14,14.4,0.0,216
Pelkosenniemi parish,2022,6,15,-1,2022-06-15,7.9,7.0,"67,2"
Pelkosenniemi parish,2022,6,16,-1,2022-06-16,4.5,7.0,"81,7"
Pelkosenniemi parish,2022,6,17,-1,2022-06-17,5.9,8.0,"175,4"
Pelkosenniemi parish,2022,6,18,-1,2022-06-18,7.7,8.0,"331,1"
Pelkosenniemi parish,2022,6,19,-1,2022-06-19,7.9,7.0,"323,6"
Pelkosenniemi parish,2022,6,20,-1,2022-06-20,9.1,0.0,"191,3"
Pelkosenniemi parish,2022,6,21,-1,2022-06-21,12.4,0.0,"245,3"
Pelkosenniemi parish,2022,6,22,-1,2022-06-22,10.2,7.0,"214,4"
Pelkosenniemi parish,2022,6,23,-1,2022-06-23,10.9,1.0,186
Pelkosenniemi parish,2022,6,24,-1,2022-06-24,15.0,1.0,"335,1"
Pelkosenniemi parish,2022,6,25,-1,2022-06-25,20.2,0.0,"250,3"
Pelkosenniemi parish,2022,6,26,-1,2022-06-26,19.7,3.0,"331,8"
Pelkosenniemi parish,2022,6,27,-1,2022-06-27,14.6,0.0,"157,5"
Pelkosenniemi parish,2022,6,28,-1,2022-06-28,16.2,1.0,310
Pelkosenniemi parish,2022,6,29,-1,2022-06-29,21.0,0.0,"330,1"
Pelkosenniemi parish,2022,6,30,-1,2022-06-30,23.3,0.0,"291,9"
Pelkosenniemi parish,2022,7,1,-1,2022-07-01,24.0,1.0,"289,1"
Pelkosenniemi parish,2022,7,2,-1,2022-07-02,23.0,1.0,"297,5"
Pelkosenniemi parish,2022,7,3,-1,2022-07-03,18.6,3.0,"204,2"
Pelkosenniemi parish,2022,7,4,-1,2022-07-04,18.3,0.0,"258,7"
Pelkosenniemi parish,2022,7,5,-1,2022-07-05,16.8,1.0,202
Pelkosenniemi parish,2022,7,6,-1,2022-07-06,13.5,0.0,233
Pelkosenniemi parish,2022,7,7,-1,2022-07-07,11.5,0.0,"232,1"
Pelkosenniemi parish,2022,7,8,-1,2022-07-08,12.1,8.0,"222,3"
Pelkosenniemi parish,2022,7,9,-1,2022-07-09,12.8,0.0,"244,3"
Pelkosenniemi parish,2022,7,10,-1,2022-07-10,12.5,3.0,"95,5"
Pelkosenniemi parish,2022,7,11,-1,2022-07-11,15.3,3.0,157
Pelkosenniemi parish,2022,7,12,-1,2022-07-12,17.9,5.0,"232,2"
Pelkosenniemi parish,2022,7,13,-1,2022-07-13,16.5,1.0,"100,2"
Pelkosenniemi parish,2022,7,14,-1,2022-07-14,16.1,8.0,"95,7"
Pelkosenniemi parish,2022,7,15,-1,2022-07-15,14.5,7.0,"173,5"
Pelkosenniemi parish,2022,7,16,-1,2022-07-16,13.6,7.0,"129,7"
Pelkosenniemi parish,2022,7,17,-1,2022-07-17,13.1,1.0,"209,3"
Pelkosenniemi parish,2022,7,18,-1,2022-07-18,12.0,3.0,"168,4"
Pelkosenniemi parish,2022,7,19,-1,2022-07-19,12.9,7.0,"226,7"
Pelkosenniemi parish,2022,7,20,-1,2022-07-20,13.2,0.0,"148,9"
Pelkosenniemi parish,2022,7,21,-1,2022-07-21,17.3,0.0,"215,7"
Pelkosenniemi parish,2022,7,22,-1,2022-07-22,16.5,7.0,"188,2"
Pelkosenniemi parish,2022,7,23,-1,2022-07-23,14.0,3.0,"236,6"
Pelkosenniemi parish,2022,7,24,-1,2022-07-24,12.7,0.0,"207,6"
Pelkosenniemi parish,2022,7,25,-1,2022-07-25,14.1,0.0,"161,2"
Pelkosenniemi parish,2022,7,26,-1,2022-07-26,14.1,7.0,58
Pelkosenniemi parish,2022,7,27,-1,2022-07-27,14.0,7.0,"194,1"
Pelkosenniemi parish,2022,7,28,-1,2022-07-28,9.5,8.0,"148,8"
Pelkosenniemi parish,2022,7,29,-1,2022-07-29,9.2,8.0,"117,9"
Pelkosenniemi parish,2022,7,30,-1,2022-07-30,7.8,8.0,"121,5"
Pelkosenniemi parish,2022,7,31,-1,2022-07-31,10.2,7.0,"99,4"
Pelkosenniemi parish,2022,8,1,-1,2022-08-01,13.6,7.0,"164,3"
Pelkosenniemi parish,2022,8,2,-1,2022-08-02,13.3,8.0,"134,4"
Pelkosenniemi parish,2022,8,3,-1,2022-08-03,12.3,7.0,"190,1"
Pelkosenniemi parish,2022,8,4,-1,2022-08-04,13.9,8.0,"88,9"
Pelkosenniemi parish,2022,8,5,-1,2022-08-05,14.0,7.0,84
Pelkosenniemi parish,2022,8,6,-1,2022-08-06,12.9,7.0,"54,2"
Pelkosenniemi parish,2022,8,7,-1,2022-08-07,9.6,1.0,"138,2"
Pelkosenniemi parish,2022,8,8,-1,2022-08-08,11.0,1.0,"178,4"
Pelkosenniemi parish,2022,8,9,-1,2022-08-09,13.4,8.0,"163,9"
Pelkosenniemi parish,2022,8,10,-1,2022-08-10,12.9,7.0,"80,1"
Pelkosenniemi parish,2022,8,11,-1,2022-08-11,14.0,1.0,"177,9"
Pelkosenniemi parish,2022,8,12,-1,2022-08-12,10.8,1.0,"168,5"
Pelkosenniemi parish,2022,8,13,-1,2022-08-13,10.9,0.0,"226,9"
Pelkosenniemi parish,2022,8,14,-1,2022-08-14,13.0,0.0,"239,7"
Pelkosenniemi parish,2022,8,15,-1,2022-08-15,15.4,0.0,"180,2"
Pelkosenniemi parish,2022,8,16,-1,2022-08-16,19.6,7.0,"206,6"
Pelkosenniemi parish,2022,8,17,-1,2022-08-17,19.7,0.0,168
Pelkosenniemi parish,2022,8,18,-1,2022-08-18,11.1,7.0,"121,8"
Pelkosenniemi parish,2022,8,19,-1,2022-08-19,14.9,7.0,78
Pelkosenniemi parish,2022,8,20,-1,2022-08-20,18.4,0.0,"111,8"
Pelkosenniemi parish,2022,8,21,-1,2022-08-21,18.2,1.0,147
Pelkosenniemi parish,2022,8,22,-1,2022-08-22,13.6,1.0,"106,6"
Pelkosenniemi parish,2022,8,23,-1,2022-08-23,11.2,0.0,"206,4"
Pelkosenniemi parish,2022,8,24,-1,2022-08-24,11.1,0.0,"178,9"
Pelkosenniemi parish,2022,8,25,-1,2022-08-25,14.1,0.0,"203,5"
Pelkosenniemi parish,2022,8,26,-1,2022-08-26,14.8,0.0,"193,2"
Pelkosenniemi parish,2022,8,27,-1,2022-08-27,13.1,0.0,106
Pelkosenniemi parish,2022,8,28,-1,2022-08-28,11.5,3.0,"196,8"
Pelkosenniemi parish,2022,8,29,-1,2022-08-29,8.3,0.0,135
Pelkosenniemi parish,2022,8,30,-1,2022-08-30,4.9,7.0,"126,8"
Pelkosenniemi parish,2022,8,31,-1,2022-08-31,6.1,7.0,"136,7"
Pelkosenniemi parish,2022,9,1,-1,2022-09-01,4.8,7.0,"117,4"
Pelkosenniemi parish,2022,9,2,-1,2022-09-02,3.7,8.0,"62,4"
Pelkosenniemi parish,2022,9,3,-1,2022-09-03,4.3,8.0,"72,9"
Pelkosenniemi parish,2022,9,4,-1,2022-09-04,5.1,8.0,"90,6"
Pelkosenniemi parish,2022,9,5,-1,2022-09-05,7.8,7.0,"119,7"
Pelkosenniemi parish,2022,9,6,-1,2022-09-06,5.0,8.0,"78,8"
Pelkosenniemi parish,2022,9,7,-1,2022-09-07,2.6,3.0,"92,7"
Pelkosenniemi parish,2022,9,8,-1,2022-09-08,5.9,0.0,"125,6"
Pelkosenniemi parish,2022,9,9,-1,2022-09-09,7.0,0.0,"104,4"
Pelkosenniemi parish,2022,9,10,-1,2022-09-10,7.8,7.0,"104,6"
Pelkosenniemi parish,2022,9,11,-1,2022-09-11,7.9,1.0,"48,8"
Pelkosenniemi parish,2022,9,12,-1,2022-09-12,7.2,8.0,"90,9"
Pelkosenniemi parish,2022,9,13,-1,2022-09-13,7.2,0.0,"31,3"
Pelkosenniemi parish,2022,9,14,-1,2022-09-14,7.3,8.0,"26,5"
Pelkosenniemi parish,2022,9,15,-1,2022-09-15,6.9,7.0,"12,3"
Pelkosenniemi parish,2022,9,16,-1,2022-09-16,7.3,7.0,"28,8"
Pelkosenniemi parish,2022,9,17,-1,2022-09-17,6.4,8.0,"21,2"
Pelkosenniemi parish,2022,9,18,-1,2022-09-18,6.4,8.0,"25,4"
Pelkosenniemi parish,2022,9,19,-1,2022-09-19,5.2,8.0,"27,8"
Pelkosenniemi parish,2022,9,20,-1,2022-09-20,2.5,7.0,"56,9"
Pelkosenniemi parish,2022,9,21,-1,2022-09-21,2.9,0.0,"71,8"
Pelkosenniemi parish,2022,9,22,-1,2022-09-22,7.0,8.0,"105,2"
Pelkosenniemi parish,2022,9,23,-1,2022-09-23,6.0,8.0,"73,7"
Pelkosenniemi parish,2022,9,24,-1,2022-09-24,5.2,5.0,"64,5"
Pelkosenniemi parish,2022,9,25,-1,2022-09-25,4.0,0.0,"90,6"
Pelkosenniemi parish,2022,9,26,-1,2022-09-26,3.2,8.0,"18,2"
Pelkosenniemi parish,2022,9,27,-1,2022-09-27,4.3,8.0,"11,7"
Pelkosenniemi parish,2022,9,28,-1,2022-09-28,4.1,8.0,22
Pelkosenniemi parish,2022,9,29,-1,2022-09-29,2.8,8.0,73
Pelkosenniemi parish,2022,9,30,-1,2022-09-30,-0.6,1.0,"29,1"
Pelkosenniemi parish,2022,10,1,-1,2022-10-01,0.4,8.0,"31,9"
Pelkosenniemi parish,2022,10,2,-1,2022-10-02,2.8,8.0,"13,2"
Pelkosenniemi parish,2022,10,3,-1,2022-10-03,4.2,7.0,"21,9"
Pelkosenniemi parish,2022,10,4,-1,2022-10-04,2.1,8.0,"24,8"
Pelkosenniemi parish,2022,10,5,-1,2022-10-05,1.9,7.0,"22,6"
Pelkosenniemi parish,2022,10,6,-1,2022-10-06,5.7,8.0,"41,3"
Pelkosenniemi parish,2022,10,7,-1,2022-10-07,4.3,0.0,"72,1"
Pelkosenniemi parish,2022,10,8,-1,2022-10-08,4.8,7.0,"61,1"
Pelkosenniemi parish,2022,10,9,-1,2022-10-09,2.8,7.0,59
Pelkosenniemi parish,2022,10,10,-1,2022-10-10,3.5,0.0,"44,4"
Pelkosenniemi parish,2022,10,11,-1,2022-10-11,4.9,8.0,"9,7"
Pelkosenniemi parish,2022,10,12,-1,2022-10-12,2.1,8.0,"49,5"
Pelkosenniemi parish,2022,10,13,-1,2022-10-13,1.5,0.0,"19,7"
Pelkosenniemi parish,2022,10,14,-1,2022-10-14,3.0,7.0,"15,1"
Pelkosenniemi parish,2022,10,15,-1,2022-10-15,4.5,7.0,"16,6"
Pelkosenniemi parish,2022,10,16,-1,2022-10-16,6.3,7.0,"16,7"
Pelkosenniemi parish,2022,10,17,-1,2022-10-17,1.8,7.0,"17,7"
Pelkosenniemi parish,2022,10,18,-1,2022-10-18,-1.1,0.0,"36,3"
Pelkosenniemi parish,2022,10,19,-1,2022-10-19,-1.2,0.0,"17,8"
Pelkosenniemi parish,2022,10,20,-1,2022-10-20,-1.5,5.0,"26,4"
Pelkosenniemi parish,2022,10,21,-1,2022-10-21,-3.4,3.0,"20,4"
Pelkosenniemi parish,2022,10,22,-1,2022-10-22,-0.6,8.0,4
Pelkosenniemi parish,2022,10,23,-1,2022-10-23,-1.7,0.0,"29,5"
Pelkosenniemi parish,2022,10,24,-1,2022-10-24,-2.9,3.0,"24,2"
Pelkosenniemi parish,2022,10,25,-1,2022-10-25,-3.7,7.0,"17,2"
Pelkosenniemi parish,2022,10,26,-1,2022-10-26,-3.8,7.0,"12,6"
Pelkosenniemi parish,2022,10,27,10,2022-10-27,-3.5,8.0,"13,2"
Pelkosenniemi parish,2022,10,28,10,2022-10-28,-1.2,8.0,"4,8"
Pelkosenniemi parish,2022,10,29,-1,2022-10-29,0.5,8.0,"2,1"
Pelkosenniemi parish,2022,10,30,-1,2022-10-30,-4.5,8.0,"24,9"
Pelkosenniemi parish,2022,10,31,-1,2022-10-31,-1.8,7.0,"22,1"
Pelkosenniemi parish,2022,11,1,-1,2022-11-01,-0.6,8.0,"10,6"
Pelkosenniemi parish,2022,11,2,-1,2022-11-02,-1.4,7.0,"9,2"
Pelkosenniemi parish,2022,11,3,-1,2022-11-03,-2.0,8.0,"4,8"
Pelkosenniemi parish,2022,11,4,-1,2022-11-04,1.8,9.0,"2,6"
Pelkosenniemi parish,2022,11,5,-1,2022-11-05,1.1,7.0,"2,5"
Pelkosenniemi parish,2022,11,6,-1,2022-11-06,-3.1,8.0,3
Pelkosenniemi parish,2022,11,7,2,2022-11-07,-2.9,8.0,"13,4"
Pelkosenniemi parish,2022,11,8,2,2022-11-08,-6.0,8.0,"4,4"
Pelkosenniemi parish,2022,11,9,2,2022-11-09,-5.2,8.0,"3,5"
Pelkosenniemi parish,2022,11,10,2,2022-11-10,-3.1,7.0,"5,3"
Pelkosenniemi parish,2022,11,11,3,2022-11-11,-1.9,8.0,"2,7"
Pelkosenniemi parish,2022,11,12,2,2022-11-12,0.2,0.0,"4,6"
Pelkosenniemi parish,2022,11,13,2,2022-11-13,-1.6,7.0,"4,1"
Pelkosenniemi parish,2022,11,14,2,2022-11-14,-3.0,7.0,"3,7"
Pelkosenniemi parish,2022,11,15,2,2022-11-15,-4.2,7.0,"5,3"
Pelkosenniemi parish,2022,11,16,2,2022-11-16,-3.8,5.0,"5,7"
Pelkosenniemi parish,2022,11,17,2,2022-11-17,-5.7,0.0,"4,5"
Pelkosenniemi parish,2022,11,18,2,2022-11-18,-4.8,8.0,"3,2"
Pelkosenniemi parish,2022,11,19,2,2022-11-19,-6.2,8.0,"2,5"
Pelkosenniemi parish,2022,11,20,3,2022-11-20,-4.3,7.0,"3,3"
Pelkosenniemi parish,2022,11,21,3,2022-11-21,-4.9,5.0,"2,9"
Pelkosenniemi parish,2022,11,22,3,2022-11-22,-11.9,8.0,"2,6"
Pelkosenniemi parish,2022,11,23,3,2022-11-23,-6.3,8.0,"1,9"
Pelkosenniemi parish,2022,11,24,3,2022-11-24,-7.1,8.0,"0,8"
Pelkosenniemi parish,2022,11,25,3,2022-11-25,-11.2,7.0,"1,2"
Pelkosenniemi parish,2022,11,26,3,2022-11-26,-7.9,8.0,"0,5"
Pelkosenniemi parish,2022,11,27,4,2022-11-27,-6.9,8.0,"0,3"
Pelkosenniemi parish,2022,11,28,4,2022-11-28,-6.1,8.0,"0,3"
Pelkosenniemi parish,2022,11,29,4,2022-11-29,-4.9,8.0,"0,5"
Pelkosenniemi parish,2022,11,30,3,2022-11-30,-4.5,7.0,"0,4"
Pelkosenniemi parish,2022,12,1,5,2022-12-01,-4.9,8.0,"0,5"
Pelkosenniemi parish,2022,12,2,10,2022-12-02,-6.6,8.0,"0,5"
Pelkosenniemi parish,2022,12,3,10,2022-12-03,-6.6,8.0,"0,4"
Pelkosenniemi parish,2022,12,4,10,2022-12-04,-8.2,8.0,"0,4"
Pelkosenniemi parish,2022,12,5,10,2022-12-05,-7.0,7.0,"0,2"
Pelkosenniemi parish,2022,12,6,15,2022-12-06,-4.6,7.0,0
Pelkosenniemi parish,2022,12,7,19,2022-12-07,-7.1,8.0,"0,3"
Pelkosenniemi parish,2022,12,8,19,2022-12-08,-8.2,8.0,"-0,1"
Pelkosenniemi parish,2022,12,9,23,2022-12-09,-8.6,8.0,"-0,3"
Pelkosenniemi parish,2022,12,10,24,2022-12-10,-10.3,7.0,"-0,1"
Pelkosenniemi parish,2022,12,11,24,2022-12-11,-12.7,8.0,0
Pelkosenniemi parish,2022,12,12,24,2022-12-12,-14.7,8.0,"0,1"
Pelkosenniemi parish,2022,12,13,25,2022-12-13,-16.2,8.0,"0,3"
Pelkosenniemi parish,2022,12,14,37,2022-12-14,-12.5,8.0,"0,5"
Pelkosenniemi parish,2022,12,15,40,2022-12-15,-14.8,7.0,"-0,1"
Pelkosenniemi parish,2022,12,16,41,2022-12-16,-8.7,8.0,"-0,3"
Pelkosenniemi parish,2022,12,17,41,2022-12-17,-7.2,0.0,"-0,6"
Pelkosenniemi parish,2022,12,18,41,2022-12-18,-7.1,8.0,"-0,2"
Pelkosenniemi parish,2022,12,19,41,2022-12-19,-8.2,8.0,"0,2"
Pelkosenniemi parish,2022,12,20,40,2022-12-20,-9.7,7.0,"-0,2"
Pelkosenniemi parish,2022,12,21,31,2022-12-21,-8.7,0.0,"-0,2"
Pelkosenniemi parish,2022,12,22,34,2022-12-22,-9.4,8.0,0
Pelkosenniemi parish,2022,12,23,41,2022-12-23,-10.4,8.0,"-0,3"
Pelkosenniemi parish,2022,12,24,38,2022-12-24,-12.2,8.0,"0,1"
Pelkosenniemi parish,2022,12,25,38,2022-12-25,-8.2,7.0,"0,3"
Pelkosenniemi parish,2022,12,26,38,2022-12-26,-8.1,0.0,"0,2"
Pelkosenniemi parish,2022,12,27,34,2022-12-27,-11.3,8.0,"-0,1"
Pelkosenniemi parish,2022,12,28,37,2022-12-28,-9.5,8.0,"-0,1"
Pelkosenniemi parish,2022,12,29,37,2022-12-29,-9.4,8.0,"-0,1"
Pelkosenniemi parish,2022,12,30,34,2022-12-30,-8.7,7.0,"-0,3"
Pelkosenniemi parish,2022,12,31,36,2022-12-31,-6.0,7.0,"-0,5"
Pelkosenniemi parish,2023,1,1,43,2023-01-01,-3.5,8.0,"-0,2"
Pelkosenniemi parish,2023,1,2,43,2023-01-02,-5.8,7.0,"-0,2"
Pelkosenniemi parish,2023,1,3,43,2023-01-03,-9.6,9.0,"-0,4"
Pelkosenniemi parish,2023,1,4,43,2023-01-04,-10.8,7.0,"0,3"
Pelkosenniemi parish,2023,1,5,43,2023-01-05,-8.6,8.0,"0,2"
Pelkosenniemi parish,2023,1,6,43,2023-01-06,-11.4,8.0,"0,1"
Pelkosenniemi parish,2023,1,7,43,2023-01-07,-14.8,0.0,"0,4"
